Name,Set,Types,Cost,Text,Actions,Cards,Buys,Coins,Trash,Exile,Junk,Gain,Victory
Rustic Village,Rising Sun,Action - Omen,4,+1+1 Card+2 ActionsYou may discard 2 cards for +1 Card.,+2,"+1,-2?,!+1",,,,,,,
Samurai,Rising Sun,Action - Duration - Attack,6,"Each other player discards down to 3 cards in hand (once).At the start of each of your turns this game, +.(This stays in play.)",,,,N... +,,,,,
Snake Witch,Rising Sun,Action - Attack,2,"+1 Card+1 ActionIf your hand has no duplicate cards, you may reveal it and return this to its pile, to have each other player gain a Curse.",+1,+1,,,!Self,,!1,,
Tanuki,Rising Sun,Action - Shadow,5,Trash a card from your hand. Gain a card costing up to  more than it.You can play this from your deck as if in your hand.,,,,,1,,,1,
Tea House,Rising Sun,Action - Omen,5,+1+1 Card+1 Action+,+1,+1,,+,,,,,
Amass,Rising Sun,Event,2,"If you have no Action cards in play, gain an Action card costing up to .",,,,,,,,!1,
Asceticism,Rising Sun,Event,2,Pay any amount of  to trash that many cards from your hand.,,,,-,X,,,,
Continue,Rising Sun,Event,208,Once per turn: Gain a non-Attack Action card costing up to . Return to your Action phase and play it. +1 Action and +1 Buy.,+1,,+1,,,,,1,
Credit,Rising Sun,Event,2,Gain an Action or Treasure costing up to . + equal to its cost.,,,,+,,,,1,
Foresight,Rising Sun,Event,2,Reveal cards from your deck until revealing an Action. Set it aside and discard the rest. Put it into your hand at end of turn.,,(N+1),,,,,,,
Gather,Rising Sun,Event,7,"Gain a card costing exactly , a card costing exactly , and a card costing exactly .",,,,,,,,3,
Kintsugi,Rising Sun,Event,3,"Trash a card from your hand. If you've gained a Gold this game, gain a card costing up to  more than the trashed card.",,,,,1,,,!1,
Practice,Rising Sun,Event,3,You may play an Action card from your hand twice.,P2?,,,,,,,,
Receive Tribute,Rising Sun,Event,5,"If you've gained at least 3 cards this turn, gain up to 3 differently named Action cards you don't have copies of in play.",,,,,,,,0-3,
Sea Trade,Rising Sun,Event,4,+1 Card per Action card you have in play. Trash up to that many cards from your hand.,,+X,,,,,,X,
Approaching Army,Rising Sun,Prophecy,-9,"After you play an Attack card, +.Setup: Add an Attack kingdom card pile to the Supply.",,,,**+,,,,,
Biding Time,Rising Sun,Prophecy,-9,"At the start of your Clean-up, set aside your hand face down. At the start of your next turn, put those cards into your hand.",,"(-X,N+X)",,,,,,,
Bureaucracy,Rising Sun,Prophecy,-9,"When you gain a card that doesn't cost , gain a Copper.",,,,,,,,**1,
Divine Wind,Rising Sun,Prophecy,-9,"When you remove the last , remove all Kingdom card piles from the Supply, and set up 10 new random piles.",,,,,,,,,
Enlightenment,Rising Sun,Prophecy,-9,"Treasures are also Actions. When you play a Treasure in an Action phase, instead of following its instructions, +1 Card and +1 Action.",**+1,**+1,,,,,,,
Flourishing Trade,Rising Sun,Prophecy,-9,Cards cost  less. You may use Action plays as Buys.,,,+X,"R1, N... R1",,,,,
Good Harvest,Rising Sun,Prophecy,-9,"The first time you play each differently named Treasure each turn, first, +1 Buy and +.",,,**+1,**+,,,,,
Great Leader,Rising Sun,Prophecy,-9,"After each Action card you play, +1 Action.",**+1,,,,,,,,
Growth,Rising Sun,Prophecy,-9,"When you gain a Treasure, gain a cheaper card.",,,,,,,,**1,
Harsh Winter,Rising Sun,Prophecy,-9,"When you gain a card on your turn, if there's  on its pile, take it; otherwise put  on its pile.",,,,**+,,,,,
Kind Emperor,Rising Sun,Prophecy,-9,"At the start of your turn, and when you remove the last : Gain an Action to your hand.",,**+1,,,,,,**1,
Panic,Rising Sun,Prophecy,-9,"When you play a Treasure, +2 Buys, and when you discard one from play, return it to its pile.",,,**+2,,**1,,,,
Progress,Rising Sun,Prophecy,-9,"When you gain a card, put it onto your deck.",,,,,,,,,
Rapid Expansion,Rising Sun,Prophecy,-9,"When you gain an Action or Treasure, set it aside, and play it at the start of your next turn.",,,,,,,,,
Sickness,Rising Sun,Prophecy,-9,"At the start of your turn, choose one: Gain a Curse onto your deck; or discard 3 cards.",,**-3?,,,,,**Self?,**1?,
Avanto,Promo,Action,5,+3 CardsYou may play a Sauna from your hand.,P1?,+3,,,,,,,
Black Market,Promo,Action,3,+Reveal the top 3 cards of the Black Market deck. Play any number of Treasures from your hand. You may buy one of the revealed cards. Put the rest on the bottom of the Black Market deck in any order.Setup: Make a Black Market deck out of different unused Kingdom cards.,,,(+1),+,,,,,
Captain,Promo,Action - Duration - Command,6,"Now and at the start of your next turn: Play a non-Duration, non-Command Action card from the Supply costing up to , leaving it there.","(P1), (N P1)",,,,,,,,
Church,Promo,Action - Duration,3,"+1 ActionSet aside up to 3 cards from your hand face down. At the start of your next turn, put them into your hand, then you may trash a card from your hand.",+1,"- 0-3(X), N +X",,,N 1?,,,,
Dismantle,Promo,Action,4,"Trash a card from your hand. If it costs  or more, gain a cheaper card and a Gold.",,,,,1,,,!2,
Envoy,Promo,Action,4,Reveal the top 5 cards of your deck. The player to your left chooses one. Discard that one and put the rest into your hand.,,"+5, !-1",,,,,,,
Governor,Promo,Action,5,+1 ActionChoose one; you get the version in parentheses: Each player gets +1 (+3) Cards; or each player gains a Silver (Gold); or each player may trash a card from their hand and gain a card costing exactly  () more.,+1,+3?,,,1?,,,"1?, !1",
Marchland,Promo,Victory,5,"Worth 1  per 3 Victory cards you have (round down).When you gain this, +1 Buy, and discard any number of cards for + each.",,,*+1,*+,,,,,X
Prince,Promo,Action - Duration - Command,8,"You may set aside (on this) a non-Duration, non-Command Action card from your hand costing up to .At the start of each of your turns, play that card, leaving it set aside.",N... P1,,,,,,,,
Sauna,Promo,Action,4,"+1 Card+1 ActionYou may play an Avanto from your hand.This turn, when you play a Silver, you may trash a card from your hand.","+1, P1?",+1,,,X?,,,,
Stash,Promo,Treasure,5,"When shuffling this, you may look through your remaining deck, and may put this anywhere in the shuffled cards.",,,,+,,,,,
Summon,Promo,Event,5,"Gain an Action card costing up to . Set it aside. If you did, then at the start of your next turn, play it.",N P1,,,,,,,1,
Walled Village,Promo,Action,4,"+1 Card+2 ActionsAt the start of Clean-up, if you have this and no more than one other Action card in play, you may put this onto your deck.",+2,+1,,,,,,,
